Parent Type,Parent ID,SubSite ID,SubSite Name,SubSite Name(Arabic),SubSite Description,SubSite Location(Descriptive),SubSite Location(Coordinates - Dec),SubSite Location(Coordinates - Deg),SubSite Location(Google Link),Main Process / Equipment
Site,MIN,MA_MIN_ARF_NAC,New Arafat Concrete 402,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_ARF_NAS,New Arafat Steel 401,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_ARF_OARF,Old Arafat Tank,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_3PM,3Rd Phase Muzdalifa (Saudi Oger),,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_B01,RTUw_ B01,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_B0105,B0105 (Mechanical),,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_B0604,B0604,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_B0305A,Fm02 (B0305A),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_B0305B,B0305B,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_B0403A,Fm 6&7 (B0403A),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_B0403B,RTUw_ B0403B,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_B0403C,Fm 14&15 (Bin0809C),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_B0403D,B0403D 201,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_B0709,RTUw_ B0709,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_BIN0809B,Bin0809B,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_BIN0809C,Fm09 (B0403C),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_BIN1011A,RTUw_ Bin1011A,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_BIN1011B,RTUw_ Bin1011B,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_BIN1011C,RTUw_ Bin1011C,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_BIN1011D,RTUw_ Bin1011D,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_BIN1011E,RTUw_ Bin1011E,,,NEW RTU PANEL BOUNDRIES,,,,
Site,MIN,MA_MIN_ES,Al-Esaey,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_HB,Hogag Al-Bar 206,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_KF,King Fahd,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_LB,Lower Baya,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_M01,M01 (Baya Olwi),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M02,M02 (R. Al-Kheef Matito),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M03A,M03A (King Fahad 1),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M03B,M03B (King Fahad 2),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M03C,Fm01 (M03C),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M04,M04,,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M05A,M05A (Kharasany),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M05B,M05B (Qusur),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M07,M07 (Mina 40),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M0809A,M0809A (Moiassam),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M0809B,M0809B (Matito 207/208),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M0809C,M0809C (Mabany),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M0809D,M0809D (Essay),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_M1011,M1011 (Saudi Oger),,,NEW RTU PANEL DMZ,,,,
Site,MIN,MA_MIN_MAB,Al-Mabany,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_MAL,Malakan,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_MF1,Mina Fire Tunnel 1,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_MF2,Mina Fire Tunnel 2,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_MM,Main Mina Tank (Mina 40),,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_MOS,Al-Moesam,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_MT,Metito 207 & 208,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_QUS,Al-Qusoor,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_RKK,Rabwet Al-Khaif Concrete,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_UB,Upper Baya,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_MUZ_FM,Muzdalifa Fire,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_MUZ_MAI,Main Muzdalifah,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_MUZ_TRD,Taraddudia,,,TANK RTU PANEL,,,,
Site,MIN,MA_MIN_MUZD_Z2_RTU1,Muzdalifa Zone 2 / RTU#1,,,,"21.4419968,39.8639605",,,
Site,MIN,MA_MIN_MUZD_Z2_RTU2,Muzdalifa Zone 2 / RTU#2,,,,"21.4620428,39.8504614",,,
Site,MIN,MA_MIN_MUZD_Z2_RTU3,Muzdalifa Zone 2 / RTU#3,,,,"21.4423665,39.8655744",,,
Site,MIN,MA_MIN_MUZD_Z2_RTU4,Muzdalifa Zone 2 / RTU#4,,,,"21.4532459,39.8781521",,,
Site,MIN,MA_MIN_MUZD_Z3_RTU1,Muzdalifa Zone 3 / RTU#1,,,,"21.4525173,39.8621373",,,
Site,MIN,MA_MIN_MUZD_Z3_RTU2,Muzdalifa Zone 3 / RTU#2,,,,"21.4556326,39.8617405",,,
Site,MIN,MA_MIN_MUZD_Z3_RTU3,Muzdalifa Zone 3 / RTU#3,,,,"21.4455655,39.8532732",,,
Site,MIN,MA_MIN_MUZD_Z4_RTU1,Muzdalifa Zone 4 / RTU#1,,,,"21.4483111,39.8536558",,,
Site,MIN,MA_MIN_MUZD_Z4_RTU2,Muzdalifa Zone 4 / RTU#2,,,,"21.4487668,39.8651564",,,
Site,MIN,MA_MIN_MUZD_Z6_RTU1,Muzdalifa Zone 6 / RTU#1,,,,"21.4636407,39.8547374",,,
Site,MIN,MA_MIN_MUZD_Z6_RTU2,Muzdalifa Zone 6 / RTU#2,,,,"21.4559915,39.8365162",,,
Site,MIN,MA_MIN_MUZD_Z6_RTU3,Muzdalifa Zone 6 / RTU#3,,,,"21.4515033,39.8355896",,,
Site,MIN,MA_MIN_MUZD_Z6_RTU4,Muzdalifa Zone 6 / RTU#4,,,,"21.4537951,39.8385896",,,
Site,PS5,MA_PS5_AATNK,Al-Azizyah Tank (Tank Farm),,,,"21.413056, 39.870500",,,
Site,PS5,MA_PS5_AJMBS,Al-Jumaisah Booster (Booster Pump),,,,"21.438972, 39.834056",,,
Site,PS5,MA_PS5_AJYAD,Ajyad,,,,,,,
Site,PS5,MA_PS5_AKWKTNK,Al-Kawashek Tank (Tank Farm),,,,"21.410778, 39.815389",,,
Site,PS5,MA_PS5_ALANJ,Alanjary,,,,,,,
Site,PS5,MA_PS5_ALGSH,Algshashayh,,,,,,,
Site,PS5,MA_PS5_AMTNK,Al Malagiyah Tank (Tank Farm),,,,"21.447889, 39.816667",,,
Site,PS5,MA_PS5_ARFVCHMB,Arafat Valve Chamber (Valve Chamber),,,,"21.360750, 39.989500",,,
Site,PS5,MA_PS5_ASAF,Alsafoah,,,,,,,
Site,PS5,MA_PS5_ASMH,Alshamallah,,,,,,,
Site,PS5,MA_PS5_ASTANK,Al-Sharayea Tank (Tank Farm),,,,"21.481861, 39.933444",,,
Site,PS5,MA_PS5_ASTANK_FM,Al-Sharayea Tank (Tank Farm) New RTU For Fm,,,,"21.481861, 39.933444",,,
Site,PS5,MA_PS5_AZIZFS,Azizyah Filling Station,,,,,,,
Site,PS5,MA_PS5_C1-1,Jabal Alnuwratileat Alzuwwar,??? ????????? ??????,,,"21.4525173,39.8621373",,,
Site,PS5,MA_PS5_C1-11,Wadi Jalil Eind Almustawsaf Alsihiyi,???? ???? ??? ???????? ?????,,,"21.4620428,39.8504614",,,
Site,PS5,MA_PS5_C1-12,Wadi Jalil Eind Almustawsaf Alsihiyi,???? ???? ??? ???????? ?????,,,"21.4636407,39.8547374",,,
Site,PS5,MA_PS5_C1-13,Raye Dhakhir Harat Alwadhinih,??? ???? ???? ???????,,,"21.4537951,39.8385896",,,
Site,PS5,MA_PS5_C1-14,Raye Dhakhir Harat Alwadhinih,??? ???? ???? ???????,,,"21.4515033,39.8355896",,,
Site,PS5,MA_PS5_C1-15,Harat Alsalman,???? ???????,,,"21.4559915,39.8365162",,,
Site,PS5,MA_PS5_C1-16,Harat Alsalman,???? ???????,,,"21.4575018,39.8356972",,,
Site,PS5,MA_PS5_C1-17,Alshashuh Alamamyh,????? ????????,,,"21.427479,39.8551053",,,
Site,PS5,MA_PS5_C1-18,Alshashuh Alamamyh,????? ????????,,,"21.4259514,39.8554967",,,
Site,PS5,MA_PS5_C1-19,Alruwduh,?????? ,,,"21.4314273,39.847134",,,
Site,PS5,MA_PS5_C1-2,Jabal Alnuwratileat Alzuwwar,??? ????????? ??????,,,"21.4556326,39.8617405",,,
Site,PS5,MA_PS5_C1-20,Alruwduh,?????? ,,,"21.4309973,39.845323",,,
Site,PS5,MA_PS5_C1-21,Alkhanisuh Khalf Madrasat Mwsi Bin Nasir,??????? ??? ????? ???? ?? ????,,,"21.4465516,39.8491912",,,
Site,PS5,MA_PS5_C1-22,Alkhanisuh Khalf Madrasat Mwsi Bin Nasir,??????? ??? ????? ???? ?? ????,,,"21.4456416,39.8479255",,,
Site,PS5,MA_PS5_C1-23,Alaziziyah Algharbiuh,???????? ???????,,,"21.4126485,39.8615087",,,
Site,PS5,MA_PS5_C1-24,Alaziziyah Algharbiuh,???????? ???????,,,"21.4001721,39.8701409",,,
Site,PS5,MA_PS5_C1-25,Alsufyani 4,???????? 4,,,"21.4746318,39.8428488",,,
Site,PS5,MA_PS5_C1-26,Alsufyani 4,???????? 4,,,"21.4720608,39.8394846",,,
Site,PS5,MA_PS5_C1-27,Harat Liqitih,???? ?????,,,"21.4804001,39.8415413",,,
Site,PS5,MA_PS5_C1-28,Harat Liqitih,???? ?????,,,"21.4795009,39.8398487",,,
Site,PS5,MA_PS5_C1-29,Mukhatat Albank,???? ?????,,,"21.3869536,39.8798828",,,
Site,PS5,MA_PS5_C1-3,Taleat Alkueub,???? ??????,,,"21.4455655,39.8532732",,,
Site,PS5,MA_PS5_C1-30,Mukhatat Albank,???? ?????,,,"21.3871575,39.8748616",,,
Site,PS5,MA_PS5_C1-31,Star Allahianiu,??? ????????,,,"21.3886549,39.872426",,,
Site,PS5,MA_PS5_C1-32,Star Allahianiu,??? ????????,,,"21.3915485,39.8677225",,,
Site,PS5,MA_PS5_C1-33,Wadi Jalil 2,???? ???? 2,,,"21.4586635,39.846229",,,
Site,PS5,MA_PS5_C1-34,Wadi Jalil 2,???? ???? 2,,,"21.4600088,39.8474858",,,
Site,PS5,MA_PS5_C1-37,Aldawaas,??????,,,"21.4676602,39.8416017",,,
Site,PS5,MA_PS5_C1-38,Aldawaas,??????,,,"21.4645059,39.8362722",,,
Site,PS5,MA_PS5_C1-39,Alsafira,???????,,,"21.4615626,39.8440012",,,
Site,PS5,MA_PS5_C1-4,Taleat Alkueub,???? ??????,,,"21.4483111,39.8536558",,,
Site,PS5,MA_PS5_C1-40,Alsafira,???????,,,"21.4631954,39.847307",,,
Site,PS5,MA_PS5_C1-41,Alaziziyah Tariq Alttayif,???????? ???? ?????? ,,,"21.416354,39.8537696",,,
Site,PS5,MA_PS5_C1-42,Alaziziyah Tariq Alttayif,???????? ???? ?????? ,,,"21.4172794,39.8514555",,,
Site,PS5,MA_PS5_C1-43,Alaziziyah Alsharqiuh 1,???????? ??????? 1,,,"21.4007016,39.881474",,,
Site,PS5,MA_PS5_C1-44,Alaziziyah Alsharqiuh 1,???????? ??????? 1,,,"21.4063107,39.8776809",,,
Site,PS5,MA_PS5_C1-45,Alaziziyah Alsharqiuh 2,???????? ??????? 2,,,"21.408156,39.8715604",,,
Site,PS5,MA_PS5_C1-46,Alaziziyah Alsharqiuh 2,???????? ??????? 2,,,"21.4109718,39.8699294",,,
Site,PS5,MA_PS5_C1-47,Alaziziyah Alsharqiuh 3,???????? ???????  3,,,"21.4178676,39.8607567",,,
Site,PS5,MA_PS5_C1-48,Alaziziyah Alsharqiuh 3,???????? ???????  3,,,"21.4144838,39.8708546",,,
Site,PS5,MA_PS5_C1-49,Alsufyaniu 1,???????? 1 ,,,"21.4757742,39.8436862",,,
Site,PS5,MA_PS5_C1-5,Alghisaluh Madkhal Albayk,???????  ???? ?????,,,"21.4487668,39.8651564",,,
Site,PS5,MA_PS5_C1-50,Alsufyaniu 1,???????? 1 ,,,"21.4726071,39.8449344",,,
Site,PS5,MA_PS5_C1-51,Alsufyaniu 2,????????  2,,,"21.4768244,39.8430243",,,
Site,PS5,MA_PS5_C1-52,Alsufyaniu 2,????????  2,,,"21.4790189,39.8436629",,,
Site,PS5,MA_PS5_C1-53,Alsufyaniu 3,???????? 3,,,"21.479961,39.8365713",,,
Site,PS5,MA_PS5_C1-54,Alsufyaniu 3,???????? 3,,,"21.4808669,39.8340156",,,
Site,PS5,MA_PS5_C1-55,Jaranah,??????,,,"21.5641061,39.9579941",,,
Site,PS5,MA_PS5_C1-56,Jaranah,??????,,,"21.5586416,39.9503649",,,
Site,PS5,MA_PS5_C1-57,Almujahidin (Harat Alruwqih),????????? ( ???? ?????),,,"21.4981372,39.9548021",,,
Site,PS5,MA_PS5_C1-58,Almujahidin (Harat Alruwqih),????????? ( ???? ?????),,,"21.5019343,39.9477144",,,
Site,PS5,MA_PS5_C1-59,Almujahidin (Alsuwq),????????? ( ????? ),,,"21.4898533,39.9494863",,,
Site,PS5,MA_PS5_C1-6,Alghisaluh Madkhal Albayk,???????  ???? ?????,,,"21.4532459,39.8781521",,,
Site,PS5,MA_PS5_C1-60,Almujahidin (Alsuwq),????????? ( ????? ),,,"21.4898533,39.9494863",,,
Site,PS5,MA_PS5_C1-61,Mukhatat 5 Almunkhafad,???? 5 ???????,,,"21.4881473,39.9390608",,,
Site,PS5,MA_PS5_C1-62,Mukhatat 5 Almunkhafad,???? 5 ???????,,,"21.4871307,39.9305234",,,
Site,PS5,MA_PS5_C1-63,Mukhatat 5 Almurtafie,???? 5 ???????,,,"21.4914873,39.9436609",,,
Site,PS5,MA_PS5_C1-64,Mukhatat 5 Almurtafie,???? 5 ???????,,,"21.4989439,39.938121",,,
Site,PS5,MA_PS5_C1-65,Mukhatat 1,???? 1,,,"21.4671047,39.949119",,,
Site,PS5,MA_PS5_C1-66,Mukhatat 1,???? 1,,,"21.4801669,39.9503997",,,
Site,PS5,MA_PS5_C1-67,Mukhatat 2,???? 2,,,"21.4689906,39.9170285",,,
Site,PS5,MA_PS5_C1-68,Mukhatat 2,???? 2,,,"21.4699041,39.9601074",,,
Site,PS5,MA_PS5_C1-69,Mukhatat 4,???? 4,,,"21.4554223,39.9693239",,,
Site,PS5,MA_PS5_C1-7,Alwastiu,??????,,,"21.4423665,39.8655744",,,
Site,PS5,MA_PS5_C1-70,Mukhatat 4,???? 4,,,"21.44924,39.9589654",,,
Site,PS5,MA_PS5_C1-71,Mukhatat 9,???? 9,,,"21.4787992,39.9470188",,,
Site,PS5,MA_PS5_C1-72,Mukhatat 9,???? 9,,,"21.481094,39.9423732",,,
Site,PS5,MA_PS5_C1-73,Mukhatat 11,???? 11,,,"21.4465806,39.9586234",,,
Site,PS5,MA_PS5_C1-74,Mukhatat 11,???? 11,,,"21.4477474,39.9513776",,,
Site,PS5,MA_PS5_C1-75,Mukhatat 3,???? 3,,,"21.4629352,39.9420473",,,
Site,PS5,MA_PS5_C1-76,Mukhatat 3,???? 3,,,"21.4645075,39.9360457",,,
Site,PS5,MA_PS5_C1-78,Mukhatat 7,???? 7,,,"21.4735469,39.9216213",,,
Site,PS5,MA_PS5_C1-8,Alwastiu,??????,,,"21.4419968,39.8639605",,,
Site,PS5,MA_PS5_C1-81,Mukhatat 12,???? 12,,,"21.4599689,39.931307",,,
Site,PS5,MA_PS5_C1-82,Mukhatat 12,???? 12,,,"21.4609822,39.920961",,,
Site,PS5,MA_PS5_C1-83,Alkhadra,???????,,,"21.4669362,39.9177316",,,
Site,PS5,MA_PS5_C1-84,Alkhadra,???????,,,"21.4615808,39.9091122",,,
Site,PS5,MA_PS5_C2-1,Shuebat Almaghariba,???? ????????,,,"21.4348522,39.8213215",,,
Site,PS5,MA_PS5_C2-10,Aldahlat Alsharqiat 1,?????? ??????? 1,,,"21.4502667,39.8249423",,,
Site,PS5,MA_PS5_C2-11,Aldahlat Alsharqiat 2,?????? ??????? 2,,,"21.4491559,39.8282249",,,
Site,PS5,MA_PS5_C2-12,Aldahlat Alsharqiat 2,?????? ??????? 2,,,,,,
Site,PS5,MA_PS5_C2-13,Aldahlat Alsharqiat 3,?????? ??????? 3,,,"21.4476481,39.8294849",,,
Site,PS5,MA_PS5_C2-14,Aldahlat Alsharqiat 3,?????? ??????? 3,,,"21.4474212,39.8310163",,,
Site,PS5,MA_PS5_C2-15,Alandalus Aleulawi,??????? ??????,,,"21.4533,39.8234",,,
Site,PS5,MA_PS5_C2-16,Alandalus Aleulawi,??????? ??????,,,"21.45230,39.82360",,,
Site,PS5,MA_PS5_C2-17,Altayar,??????,,,"21.4472185,39.821618",,,
Site,PS5,MA_PS5_C2-18,Altayar,??????,,,"21.4465397,39.8232542",,,
Site,PS5,MA_PS5_C2-19,Alfarie Alshamaliu,?????? ???????,,,"21.4519,39.8249",,,
Site,PS5,MA_PS5_C2-2,Shuebat Almaghariba,???? ????????,,,"21.4347209,39.8241102",,,
Site,PS5,MA_PS5_C2-20,Alfarie Alshamaliu,?????? ???????,,,"21.4523,39.8236",,,
Site,PS5,MA_PS5_C2-21,Almudabighia,?????????,,,"21.438021,39.8261609",,,
Site,PS5,MA_PS5_C2-22,Almudabighia,?????????,,,"21.4383,39.8269",,,
Site,PS5,MA_PS5_C2-23,Alkushat Aklab,?????? ????,,,"21.4395624,39.8327539",,,
Site,PS5,MA_PS5_C2-24,Alkushat Aklab,?????? ????,,,"21.4412391,39.8312315",,,
Site,PS5,MA_PS5_C2-25,Jabal Alsayidat Aljamieat,??? ?????? ????????,,,"21.4391354,39.8300718",,,
Site,PS5,MA_PS5_C2-26,Jabal Alsayidat Aljamieat,??? ?????? ????????,,,"21.4394542,39.8285757",,,
Site,PS5,MA_PS5_C2-27,Khalf Almaqbara,??? ???????,,,"21.4429,39.8212",,,
Site,PS5,MA_PS5_C2-28,Khalf Almaqbara,??? ???????,,,"21.4426,39.822",,,
Site,PS5,MA_PS5_C2-29,Madkhal Jabal Alsayida,???? ??? ??????,,,"21.445,39.8227",,,
Site,PS5,MA_PS5_C2-3,Aljazayir Almurtafie,??????? ???????,,,"21.4411,39.8179",,,
Site,PS5,MA_PS5_C2-30,Madkhal Jabal Alsayida,???? ??? ??????,,,"21.4461,39.8235",,,
Site,PS5,MA_PS5_C2-32,Shuebat Aldabe,???? ?????,,,"21.440338, 39.8228904",,,
Site,PS5,MA_PS5_C2-33,Sharie Albiari,???? ???????,,,"21.4367489,39.8177209",,,
Site,PS5,MA_PS5_C2-34,Sharie Albiari,???? ???????,,,"21.4362264,39.8163364",,,
Site,PS5,MA_PS5_C2-35,Abu Lahab Reservoir,???? ??????,,,"21.4358832,39.8158545",,,
Site,PS5,MA_PS5_C2-37,Alhujun Waeuyin Zubida,?????? ???? ?????,,,"21.4366804,39.8191015",,,
Site,PS5,MA_PS5_C2-38,Alhujun Waeuyin Zubida,?????? ???? ?????,,,"21.4377799,39.8217966",,,
Site,PS5,MA_PS5_C2-4,Aljazayir Almurtafie,??????? ???????,,,"21.4416739 ,39.8166125",,,
Site,PS5,MA_PS5_C2-41,Ajyad Almasafi,????? ???????,,,"21.4168029 ,39.8288707",,,
Site,PS5,MA_PS5_C2-42,Ajyad Almasafi,????? ???????,,,"21.4141951,39.830242",,,
Site,PS5,MA_PS5_C2-43,Balayla Well,??? ?????,,,"21.4137 929,39.8286361",,,
Site,PS5,MA_PS5_C2-44,Balayla Well,??? ?????,,,"21.4137 929,39.8286361",,,
Site,PS5,MA_PS5_C2-45,Bkhsh Waasfil Dam,??? ???? ?????,,,"21.4099 119,39.830216",,,
Site,PS5,MA_PS5_C2-46,Bkhsh Waasfil Dam,??? ???? ?????,,,,,,
Site,PS5,MA_PS5_C2-49,Ajyad Alsadi Asfal,????? ???? ????,,,"21.4217113,39.8322685",,,
Site,PS5,MA_PS5_C2-5,Aljazayir Alawsat,??????? ??????,,,"21.443,39.8199",,,
Site,PS5,MA_PS5_C2-50,Ajyad Alsadi Asfal,????? ???? ????,,,"21.4155174,39.8264252",,,
Site,PS5,MA_PS5_C2-51,Ajyad Alsadi Dam,????? ???? ????,,,"21.4209754,39.8347231",,,
Site,PS5,MA_PS5_C2-52,Ajyad Alsadi Dam,????? ???? ????,,,"21.4219885,39.8352373",,,
Site,PS5,MA_PS5_C2-53,Murtafaeat Ajyad Almasafi,??????? ????? ???????,,,"21.4148071,39.8309793",,,
Site,PS5,MA_PS5_C2-54,Murtafaeat Ajyad Almasafi,??????? ????? ???????,,,"21.4172,39.8323",,,
Site,PS5,MA_PS5_C2-55,Barhat Quraysh,???? ????,,,"21.4204926,39.8320621",,,
Site,PS5,MA_PS5_C2-56,Barhat Quraysh,???? ????,,,"21.4183901,39.8339058",,,
Site,PS5,MA_PS5_C2-59,Alsbe Banat,????? ????,,,"21.418057,39.828983",,,
Site,PS5,MA_PS5_C2-6,Aljazayir Alawsat,??????? ??????,,,"21.4464,39.82",,,
Site,PS5,MA_PS5_C2-63,Barhat Alrashidi 1,???? ???????1,,,"21.4326128,39.8319892",,,
Site,PS5,MA_PS5_C2-65,Barhat Alrashidi 2,???? ???????2,,,"21.4318053,39.8321366",,,
Site,PS5,MA_PS5_C2-68,Almueabadat Almithlath,???????? ??????,,,"21.4410995,39.8409953",,,
Site,PS5,MA_PS5_C2-69,Almueabadat Almithlath,???????? ??????,,,"21.4417936,39.8465058",,,
Site,PS5,MA_PS5_C2-7,Raye Alkahal,??? ?????,,,"21.4386815,39.8119933",,,
Site,PS5,MA_PS5_C2-70,Almalawi Alyusraa,??????? ??????,,,"21.437071,39.8419401",,,
Site,PS5,MA_PS5_C2-71,Almalawi Alyusraa,??????? ??????,,,"21.4336191,39.8437858",,,
Site,PS5,MA_PS5_C2-72,Almlawi Alyumnaa,??????? ??????,,,"21.438,39.8388",,,
Site,PS5,MA_PS5_C2-73,Almlawi Alyumnaa,??????? ??????,,,"21.4283,39.8404",,,
Site,PS5,MA_PS5_C2-74,Abu Alsalasil Wabaysha,??? ??????? ?????,,,"21.4367,39.8348",,,
Site,PS5,MA_PS5_C2-75,Abu Alsalasil Wabaysha,??? ??????? ?????,,,"21.4344973,39.8335012",,,
Site,PS5,MA_PS5_C2-76,Jabal Khandama Simsim (Mountain Khandama),????? ???? ????,,,"21.431,39.8356",,,
Site,PS5,MA_PS5_C2-77,Jabal Khandama Simsim (Mountain Khandama),????? ???? ????,,,"21.4284,39.8366",,,
Site,PS5,MA_PS5_C2-79,Jabal Sudan (Mountain Sudan),??? ???????,,,"21.4323,39.8342",,,
Site,PS5,MA_PS5_C2-8,Raye Alkahal,??? ?????,,,"21.44028,39.8157189",,,
Site,PS5,MA_PS5_C2-80,Bisha Grounding (Bisha Arzee),???? ???? ????,,,"21.4395635,39.8354049",,,
Site,PS5,MA_PS5_C2-81,Bisha Grounding (Bisha Arzee),???? ???? ????,,,"21.4371534,39.8346023",,,
Site,PS5,MA_PS5_C2-82,Al Ejaaba,???????,,,"21.4422,39.8384",,,
Site,PS5,MA_PS5_C2-83,Al Ejaaba,???????,,,"21.444,39.8387",,,
Site,PS5,MA_PS5_C2-84,Old Ray'Zakhir,??? ???? ???????,,,"21.4430531,39.8355962",,,
Site,PS5,MA_PS5_C2-85,Old Ray'Zakhir,??? ???? ???????,,,"21.4495761,39.838239",,,
Site,PS5,MA_PS5_C2-86,Aklab Alley,???? ????,,,"21.4369973,39.8302363",,,
Site,PS5,MA_PS5_C2-87,Aklab Alley,???? ????,,,"21.4386007,39.8319012",,,
Site,PS5,MA_PS5_C2-9,Aldahlat Alsharqiat 1,?????? ??????? 1,,,"21.4487736,39.8233038",,,
Site,PS5,MA_PS5_C3-1,Salamah,???????,,,"21.442167, 39.781972",,,
Site,PS5,MA_PS5_C3-10,Western Red,??????? ???????,,,"21.427694, 39.772917",,,
Site,PS5,MA_PS5_C3-11,Western Red,??????? ???????,,,"21.425250, 39.767944",,,
Site,PS5,MA_PS5_C3-12,Western Red,??????? ???????,,,"21.420298, 39.768464",,,
Site,PS5,MA_PS5_C3-13,Faisal Badr,???? ???,,,"21.431728, 39.781138",,,
Site,PS5,MA_PS5_C3-14,Faisal Badr,???? ???,,,"21.4329252,39.7839598",,,
Site,PS5,MA_PS5_C3-15,Faisal Badr,???? ???,,,"21.435139, 39.789417",,,
Site,PS5,MA_PS5_C3-16,Um Aljood,?? ?????,,,"21.435778, 39.760611",,,
Site,PS5,MA_PS5_C3-17,Um Aljood,?? ?????,,,"21.429667, 39.767500",,,
Site,PS5,MA_PS5_C3-18,Um Aljood,?? ?????,,,"21.430167, 39.750306",,,
Site,PS5,MA_PS5_C3-19,Um Aljood,?? ?????,,,"21.440667, 39.769694",,,
Site,PS5,MA_PS5_C3-2,Salamah,???????,,,"21.445583, 39.785250",,,
Site,PS5,MA_PS5_C3-20,Al-Sabban,??????,,,"21.432528, 39.777639",,,
Site,PS5,MA_PS5_C3-21,Gazzaz,?????? ,,,"21.433778, 39.781528",,,
Site,PS5,MA_PS5_C3-22,Gazzaz,?????? ,,,"21.437750, 39.787194",,,
Site,PS5,MA_PS5_C3-23,Shohada,???????,,,"21.460111, 39.803333",,,
Site,PS5,MA_PS5_C3-24,Shohada,???????,,,"21.454333, 39.807722",,,
Site,PS5,MA_PS5_C3-25,Shohada,???????,,,"21.452528, 39.802861",,,
Site,PS5,MA_PS5_C3-26,Shohada,???????,,,"21.456528, 39.803472",,,
Site,PS5,MA_PS5_C3-28,Shohada,???????,,,"21.460333, 39.812139",,,
Site,PS5,MA_PS5_C3-29,Wadi Bashm,???? ???,,,"21.482556, 39.819083",,,
Site,PS5,MA_PS5_C3-3,Salamah,???????,,,"21.451889, 39.782528",,,
Site,PS5,MA_PS5_C3-30,Wadi Bashm,???? ???,,,"21.467528, 39.822667",,,
Site,PS5,MA_PS5_C3-31,Wadi Bashm,???? ???,,,"21.471611, 39.823278",,,
Site,PS5,MA_PS5_C3-32,Wadi Bashm,???? ???,,,"21.464889, 39.820972",,,
Site,PS5,MA_PS5_C3-33,Sayef,????,,,"21.479389, 39.807444",,,
Site,PS5,MA_PS5_C3-34,Sayef,????,,,"21.477222, 39.800694",,,
Site,PS5,MA_PS5_C3-35,Nadwah,??????,,,"21.481889, 39.803556",,,
Site,PS5,MA_PS5_C3-36,Nadwah,??????,,,"21.478056, 39.798444",,,
Site,PS5,MA_PS5_C3-37,An Naba'Aa,??????,,,"21.489361, 39.796444",,,
