Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Operating System,VM Host,Connected SCADA Server,Asset Contact Person,Comments
Site,HET-STP,RD_HEET-STP_AHMAD-PC,,,Workstation,,,,,,,,,,
Site,HET-STP,RD_HEET_T2PLC_WKS,Tritiary-2 PLC filtration workstation,Workstation,Workstation,,,,,,,,,,
Site,HET-STP,RD_HEET_T1PLC_WKS1,Tritiary-1 PLC filtration workstation2,Workstation,Workstation,,,,,,,,,,
Site,HET-STP,RD_HEET_T1PLC_WKS2,Tritiary-1 PLC filtration workstation1,Workstation,Historian Server,,,,,,,,,,
Site,HET-STP,RD_HET-STP_RYDHETWWTPSCDH1,RYDHETWWTPSCDH1,Historian Server,GR Server,,,,,,,,,,
Site,HYR-STP,RD_HYR-STP_RYDHYRWWTPSCDG1,RYDHYRWWTPSCDG1,GR Server,DAS Server,,,,,,,,,,
Site,HYR-STP,RD_HYR-STP_RYDHYRWWTPSCDD1,RYDHYRWWTPSCDD1,DAS Server,DAS Server,,,,,,,,,,
Site,HYR-STP,RD_HYR-STP_RYDHYRWWTPSCDD2,RYDHYRWWTPSCDD2,DAS Server,Opeartor Workstation,,,,,,,,,,
Site,HYR-STP,RD_HYR-STP_RYDHYRWWTPSCDW1,RYDHYRWWTPSCDW1,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HYR-STP,RD_HYR-STP_RYDHYRWWTPSCDW2,RYDHYRWWTPSCDW2,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HYR-STP,RD_HYR-STP_OWS3,Opeartor Workstation 3,Opeartor Workstation,Historian Server,,,,,,,,,,
Site,HYR-STP,RD_HYR-STP_RYDHYRWWTPSCDH1,RYDHYRWWTPSCDH1,Historian Server,Historian Server,,,,,,,,,,
Site,TGE,RD_TGE_CCR-HIS-01,Historian Server,Historian Server,DAS/AOS Server,,,,,,,,,,
Site,TGE,RD_TGE_CCR-SCD-01,DAS/AOS Server 1,DAS/AOS Server,DAS/AOS Server,,,,,,,,,,
Site,TGE,RD_TGE_CCR-SCD-02,DAS/AOS Server 2,DAS/AOS Server,Voice over IP Server,,,,,,,,,,
Site,TGE,RD_TGE_CCR-VOIP-01,Voice over IP Server,Voice over IP Server,Engineering workstation,,,,,,,,,,
Site,TGE,RD_TGE_CCR-EWS-01,Engineering workstation,Engineering workstation,Opeartor Workstation ,,,,,,,,,,
Site,TGE,RD_TGE_CCR-EWS-02,Opeartor Workstation ,Opeartor Workstation ,Opeartor Workstation ,,,,,,,,,,
Site,TGW,RD_TGW_SCADA Server,SCADA Server,SCADA Server,Physical Host,,,,,,,,,,
Site,HET-STP,RD_HEET-STP_RYDHETWWTPSCD1,RYDHETWWTPSCD1,Physical Host,Physical Host,,,,,,,,,,
Site,HET-STP,RD_HEET-STP_RYDHETWWTPSCD2,RYDHETWWTPSCD2,Physical Host,,,,,,,,,,,
Site,HYR-STP,RD_HYR-STP_DACE_PC,Dcenter PC,,,,,,,,,,,,
Site,HYR-STP,RD_HYR-STP_OSCDA_SRV,Old scada ows,,,,,,,,,,,,
Site,HYR-STP,RD_HYR-STP_RYDHYRWWTPSCD1,RYDHYRWWTPSCDD1,,,,,,,,,,,,
Site,HYR-STP,RD_HYR-STP_RYDHYRWWTPSCD2,RYDHYRWWTPSCDD1,,Workstation,Dell,Retrieving data. Wait a few seconds and try to cut or copy again.,T40,,,Windows10,,,,
Site,AK-4,JD_AK-4_SCADA_SRV,SCADA Server,,,,,,,,,,,,
Unit,RD,TGN_HMI_002,Workstation,Workstation,Workstation,,,,,,Windows 8,,,,
